date,description,category,incident_code,pd_district,dayofweek
2008-12-10,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Wednesday
2008-12-27,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,TENDERLOIN,Saturday
2008-12-14,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,MISSION,Sunday
2008-12-15,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,INGLESIDE,Monday
2008-12-03,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,MISSION,Wednesday
2008-12-11,TRANSPORTATION OF MARIJUANA,DRUG/NARCOTIC,16060,TENDERLOIN,Thursday
2008-12-02,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Tuesday
2008-12-08,TRANSPORTATION OF MARIJUANA,DRUG/NARCOTIC,16060,SOUTHERN,Monday
2008-12-27,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,DRUG/NARCOTIC,19095,SOUTHERN,Saturday
2008-12-31,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Wednesday
2008-12-11,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TARAVAL,Thursday
2008-12-06,TRANSPORTATION OF MARIJUANA,DRUG/NARCOTIC,16060,SOUTHERN,Saturday
2008-12-19,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,MISSION,Friday
2008-12-06,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,SOUTHERN,Saturday
2008-12-06,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,INGLESIDE,Saturday
2008-12-27,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,RICHMOND,Saturday
2008-12-26,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,SOUTHERN,Friday
2008-12-20,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Saturday
2008-12-20,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Saturday
2008-12-06,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,TENDERLOIN,Saturday
2008-12-09,POSSESSION OF METH-AMPHETAMINE,DRUG/NARCOTIC,16650,CENTRAL,Tuesday
2008-12-06,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Saturday
2008-12-13,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Saturday
2008-12-14,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,NORTHERN,Sunday
2008-12-22,POSSESSION OF AMPHETAMINE FOR SALES,DRUG/NARCOTIC,16642,MISSION,Monday
2008-12-29,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",DRUG/NARCOTIC,16645,PARK,Monday
2008-12-12,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Friday
2008-12-17,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,SOUTHERN,Wednesday
2008-12-23,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,MISSION,Tuesday
2008-12-24,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,SOUTHERN,Wednesday
2008-12-28,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,MISSION,Sunday
2008-12-29,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,NORTHERN,Monday
2008-12-01,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Monday
2008-12-12,POSSESSION OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16660,TENDERLOIN,Friday
2008-12-04,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Thursday
2008-12-06,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,NORTHERN,Saturday
2008-12-05,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,MISSION,Friday
2008-12-13,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,MISSION,Saturday
2008-12-09,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,SOUTHERN,Tuesday
2008-12-16,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Tuesday
2008-12-30,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Tuesday
2008-12-09,POSSESSION OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16660,TARAVAL,Tuesday
2008-12-15,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,TENDERLOIN,Monday
2008-12-18,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,MISSION,Thursday
2008-12-26,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Friday
2008-12-06,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,MISSION,Saturday
2008-12-14,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,INGLESIDE,Sunday
2008-12-13,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Saturday
2008-12-13,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Saturday
2008-12-27,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,SOUTHERN,Saturday
2008-12-13,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,TENDERLOIN,Saturday
2008-12-31,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Wednesday
2008-12-06,SALE OF HEROIN,DRUG/NARCOTIC,16120,TENDERLOIN,Saturday
2008-12-20,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,BAYVIEW,Saturday
2008-12-04,POSSESSION OF AMPHETAMINE FOR SALES,DRUG/NARCOTIC,16642,INGLESIDE,Thursday
2008-12-12,POSSESSION OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16660,SOUTHERN,Friday
2008-12-24,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,MISSION,Wednesday
2008-12-20,POSSESSION OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16660,MISSION,Saturday
2008-12-02,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,MISSION,Tuesday
2008-12-05,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,BAYVIEW,Friday
2008-12-13,SALE OF METH-AMPHETAMINE,DRUG/NARCOTIC,16654,SOUTHERN,Saturday
2008-12-24,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,MISSION,Wednesday
2008-12-09,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,TENDERLOIN,Tuesday
2008-12-31,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Wednesday
2008-12-22,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,PARK,Monday
2008-12-22,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,PARK,Monday
2008-12-29,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,SOUTHERN,Monday
2008-12-01,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Monday
2008-12-22,POSSESSION OF AMPHETAMINE,DRUG/NARCOTIC,16640,MISSION,Monday
2008-12-26,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,CENTRAL,Friday
2008-12-05,SALE OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16664,TENDERLOIN,Friday
2008-12-21,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Sunday
2008-12-01,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,MISSION,Monday
2008-12-20,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,TENDERLOIN,Saturday
2008-12-09,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,SOUTHERN,Tuesday
2008-12-03,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,CENTRAL,Wednesday
2008-12-07,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,NORTHERN,Sunday
2008-12-04,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,INGLESIDE,Thursday
2008-12-27,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Saturday
2008-12-22,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Monday
2008-12-10,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,TENDERLOIN,Wednesday
2008-12-19,TRANSPORTATION OF METH-AMPHETAMINE,DRUG/NARCOTIC,16656,MISSION,Friday
2008-12-25,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,SOUTHERN,Thursday
2008-12-20,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Saturday
2008-12-16,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,BAYVIEW,Tuesday
2008-12-10,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,SOUTHERN,Wednesday
2008-12-03,POSSESSION OF METH-AMPHETAMINE FOR SALE,DRUG/NARCOTIC,16652,NORTHERN,Wednesday
2008-12-04,POSSESSION OF HEROIN FOR SALES,DRUG/NARCOTIC,16110,MISSION,Thursday
2008-12-10,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,TENDERLOIN,Wednesday
2008-12-21,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,NORTHERN,Sunday
2008-12-04,PLANTING/CULTIVATING MARIJUANA,DRUG/NARCOTIC,16020,INGLESIDE,Thursday
2008-12-06,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,DRUG/NARCOTIC,16740,TARAVAL,Saturday
2008-12-18,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Thursday
2008-12-17,POSSESSION OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16660,MISSION,Wednesday
2008-12-02,SALE OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16664,TENDERLOIN,Tuesday
2008-12-21,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Sunday
2008-12-21,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Sunday
2008-12-02,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,TENDERLOIN,Tuesday
2008-12-09,SALE OF OPIUM,DRUG/NARCOTIC,16614,TENDERLOIN,Tuesday
2008-12-31,POSSESSION OF COCAINE,DRUG/NARCOTIC,16620,NORTHERN,Wednesday
2008-12-09,POSSESSION OF CONTROLLED SUBSTANCE,DRUG/NARCOTIC,16660,NORTHERN,Tuesday
2008-12-30,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,NORTHERN,Tuesday
2008-12-16,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,INGLESIDE,Tuesday
2008-12-06,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,SOUTHERN,Saturday
2008-12-10,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Wednesday
2008-12-10,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,TENDERLOIN,Wednesday
2008-12-06,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,DRUG/NARCOTIC,16662,TENDERLOIN,Saturday
2008-12-27,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Saturday
2008-12-11,POSSESSION OF METH-AMPHETAMINE,DRUG/NARCOTIC,16650,SOUTHERN,Thursday
2008-12-13,SALE OF MARIJUANA,DRUG/NARCOTIC,16040,PARK,Saturday
2008-12-13,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Saturday
2008-12-15,POSSESSION OF COCAINE FOR SALES,DRUG/NARCOTIC,16622,MISSION,Monday
2008-12-27,POSSESSION OF HEROIN,DRUG/NARCOTIC,16100,NORTHERN,Saturday
2008-12-06,FORGE OR ALTER PRESCRIPTION,DRUG/NARCOTIC,16720,MISSION,Saturday
2008-12-01,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Monday
2008-12-20,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,SOUTHERN,Saturday
2008-12-18,POSSESSION OF COCAINE,DRUG/NARCOTIC,16620,NORTHERN,Thursday
2008-12-30,TRANSPORTATION OF MARIJUANA,DRUG/NARCOTIC,16060,CENTRAL,Tuesday
2008-12-07,POSSESSION OF MARIJUANA FOR SALES,DRUG/NARCOTIC,16030,INGLESIDE,Sunday
2008-12-17,SALE OF HEROIN,DRUG/NARCOTIC,16120,TENDERLOIN,Wednesday
2008-12-22,POSSESSION OF METH-AMPHETAMINE,DRUG/NARCOTIC,16650,TARAVAL,Monday
2008-12-29,POSSESSION OF HEROIN,DRUG/NARCOTIC,16100,TENDERLOIN,Monday
2008-12-10,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,BAYVIEW,Wednesday
2008-12-03,TRANSPORTATION OF METH-AMPHETAMINE,DRUG/NARCOTIC,16656,NORTHERN,Wednesday
2008-12-05,SALE OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16625,TENDERLOIN,Friday
2008-12-20,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,MISSION,Saturday
2008-12-20,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Saturday
2008-12-29,POSSESSION OF NARCOTICS PARAPHERNALIA,DRUG/NARCOTIC,16710,TENDERLOIN,Monday
2008-12-03,SALE OF AMPHETAMINE,DRUG/NARCOTIC,16644,SOUTHERN,Wednesday
2008-12-07,POSSESSION OF HEROIN FOR SALES,DRUG/NARCOTIC,16110,TENDERLOIN,Sunday
2008-12-04,POSSESSION OF METH-AMPHETAMINE,DRUG/NARCOTIC,16650,MISSION,Thursday
2008-12-08,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,SOUTHERN,Monday
2008-12-13,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,CENTRAL,Saturday
2008-12-17,POSSESSION OF BASE/ROCK COCAINE FOR SALE,DRUG/NARCOTIC,16623,SOUTHERN,Wednesday
2008-12-01,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",DRUG/NARCOTIC,16645,BAYVIEW,Monday
2008-12-30,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,SOUTHERN,Tuesday
2008-12-20,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,MISSION,Saturday
2008-12-20,SALE OF AMPHETAMINE,DRUG/NARCOTIC,16644,TENDERLOIN,Saturday
2008-12-02,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,NORTHERN,Tuesday
2008-12-01,POSSESSION OF BASE/ROCK COCAINE,DRUG/NARCOTIC,16621,TENDERLOIN,Monday
2008-12-21,POSSESSION OF MARIJUANA,DRUG/NARCOTIC,16010,SOUTHERN,Sunday
